symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,price-binned,diesel,gas,std,turbo
0,128.0,nissan,four,sedan,fwd,front,100.4,0.8731379144641999,0.5166666666666669,0.5627622620774017,3095.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,152.0,5200.0,17,22,13499.0,low,0,1,1,0
0,108.0,nissan,four,wagon,fwd,front,100.4,0.8870735223450265,0.5166666666666669,0.9720076105196412,3296.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,152.0,5200.0,17,22,14399.0,low,0,1,1,0
0,108.0,nissan,four,sedan,fwd,front,100.4,0.8870735223450265,0.5166666666666669,0.5627622620774017,3060.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,152.0,5200.0,19,25,13499.0,low,0,1,1,0
3,194.0,nissan,two,hatchback,rwd,front,91.3,0.8202787121576165,0.6333333333333341,-1.6471626195106917,3071.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,160.0,5200.0,19,25,17199.0,low,0,1,1,0
3,194.0,nissan,two,hatchback,rwd,front,91.3,0.8202787121576165,0.6333333333333341,-1.6471626195106917,3139.0,ohcv,six,181.0,mpfi,3.43,3.27,7.8,200.0,5200.0,17,23,19699.0,medium,0,1,0,1
1,231.0,nissan,two,hatchback,rwd,front,99.2,0.857760691975012,0.6333333333333341,-1.6471626195106917,3139.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,160.0,5200.0,19,25,18399.0,low,0,1,1,0
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6750000000000007,1.2175548195849857,3020.0,l,four,120.0,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,11900.0,low,0,1,1,0
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6750000000000007,1.2175548195849857,3197.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,28,33,13200.0,low,1,0,0,1
0,97.6,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.6750000000000007,2.0360455164694646,3230.0,l,four,120.0,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,12440.0,low,0,1,1,0
0,97.6,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.6750000000000007,2.0360455164694646,3430.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,25,25,13860.0,low,1,0,0,1
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6750000000000007,1.2175548195849857,3075.0,l,four,120.0,mpfi,3.46,2.19,8.4,95.0,5000.0,19,24,15580.0,low,0,1,1,0
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6750000000000007,1.2175548195849857,3252.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,28,33,16900.0,low,1,0,0,1
0,97.6,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.6750000000000007,1.2175548195849857,3285.0,l,four,120.0,mpfi,3.46,2.19,8.4,95.0,5000.0,19,24,16695.0,low,0,1,1,0
0,97.6,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.6750000000000007,2.0360455164694646,3485.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,25,25,17075.0,low,1,0,0,1
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6750000000000007,1.2175548195849857,3075.0,l,four,120.0,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,16630.0,low,0,1,1,0
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6750000000000007,1.2175548195849857,3252.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,28,33,17950.0,low,1,0,0,1
0,161.0,peugot,four,sedan,rwd,front,108.0,0.897164824603556,0.6666666666666666,0.9310830756754167,3130.0,l,four,134.0,mpfi,3.61,3.21,7.0,142.0,5600.0,18,24,18150.0,low,0,1,0,1
1,119.0,plymouth,two,hatchback,fwd,front,93.7,0.7558865929841423,0.2916666666666667,-1.1969927362242305,1918.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,37,41,5572.0,low,0,1,1,0
1,119.0,plymouth,two,hatchback,fwd,front,93.7,0.7558865929841423,0.2916666666666667,-1.1969927362242305,2128.0,ohc,four,98.0,spdi,3.03,3.39,7.6,102.0,5500.0,24,30,7957.0,low,0,1,0,1
1,154.0,plymouth,four,hatchback,fwd,front,93.7,0.7558865929841423,0.2916666666666667,-1.2788418059126767,1967.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6229.0,low,0,1,1,0
1,154.0,plymouth,four,sedan,fwd,front,93.7,0.8039404132628545,0.2916666666666667,-1.1969927362242305,1989.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6692.0,low,0,1,1,0
1,154.0,plymouth,four,sedan,fwd,front,93.7,0.8039404132628545,0.2916666666666667,-1.1969927362242305,2191.0,ohc,four,98.0,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,7609.0,low,0,1,1,0
-1,74.0,plymouth,four,wagon,fwd,front,103.3,0.8390197020663143,0.3583333333333331,2.486215399755926,2535.0,ohc,four,122.0,2bbl,3.35,3.46,8.5,88.0,5000.0,24,30,8921.0,low,0,1,1,0
3,97.6,plymouth,two,hatchback,rwd,front,95.9,0.8322921672272945,0.5,-1.442539945289572,2818.0,ohc,four,156.0,spdi,3.59,3.86,7.0,145.0,5000.0,19,24,12764.0,low,0,1,0,1
3,186.0,porsche,two,hatchback,rwd,front,94.5,0.8116290245074483,0.6666666666666666,-1.442539945289572,2778.0,ohc,four,151.0,mpfi,3.94,3.11,9.5,143.0,5500.0,19,27,22018.0,medium,0,1,1,0
3,97.6,porsche,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.3916666666666669,-0.869596457470437,2756.0,ohcf,six,194.0,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,32528.0,high,0,1,1,0
3,97.6,porsche,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.3916666666666669,-0.869596457470437,2756.0,ohcf,six,194.0,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,34028.0,high,0,1,1,0
3,97.6,porsche,two,convertible,rwd,rear,89.5,0.8116290245074483,0.3916666666666669,-0.869596457470437,2800.0,ohcf,six,194.0,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,37028.0,high,0,1,1,0
1,97.6,porsche,two,hatchback,rwd,front,98.4,0.8443056222969726,1.0,-1.3197663407569011,3366.0,dohcv,eight,203.0,mpfi,3.94,3.11,10.0,288.0,5750.0,17,28,12949.429268292683,low,0,1,1,0
0,97.6,renault,four,wagon,fwd,front,96.1,0.8721768380586257,0.5166666666666669,0.6036867969216262,2579.0,ohc,four,132.0,mpfi,3.46,3.9,8.7,103.23902439024391,5075.365853658535,23,31,9295.0,low,0,1,1,0
2,97.6,renault,two,hatchback,fwd,front,96.1,0.849591542527631,0.5249999999999998,-1.3197663407569011,2460.0,ohc,four,132.0,mpfi,3.46,3.9,8.7,103.23902439024391,5075.365853658535,23,31,9895.0,low,0,1,1,0
3,150.0,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.5166666666666669,0.9720076105196412,2658.0,ohc,four,121.0,mpfi,3.54,3.07,9.31,110.0,5250.0,21,28,11850.0,low,0,1,1,0
2,104.0,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.5166666666666669,0.9720076105196412,2695.0,ohc,four,121.0,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,12170.0,low,0,1,1,0
3,150.0,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.5166666666666669,0.9720076105196412,2707.0,ohc,four,121.0,mpfi,2.54,2.07,9.3,110.0,5250.0,21,28,15040.0,low,0,1,1,0
2,104.0,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.5166666666666669,0.9720076105196412,2758.0,ohc,four,121.0,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,15510.0,low,0,1,1,0
3,150.0,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.5166666666666669,0.9720076105196412,2808.0,dohc,four,121.0,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18150.0,low,0,1,0,1
2,104.0,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.5166666666666669,0.9720076105196412,2847.0,dohc,four,121.0,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18620.0,medium,0,1,0,1
2,83.0,subaru,two,hatchback,fwd,front,93.7,0.7539644401729938,0.25833333333333347,-0.010181225741733229,2050.0,ohcf,four,97.0,2bbl,3.62,2.36,9.0,69.0,4900.0,31,36,5118.0,low,0,1,1,0
2,83.0,subaru,two,hatchback,fwd,front,93.7,0.758769822200865,0.27500000000000036,-0.010181225741733229,2120.0,ohcf,four,108.0,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7053.0,low,0,1,1,0
2,83.0,subaru,two,hatchback,4wd,front,93.3,0.7558865929841423,0.2916666666666667,0.808309471142746,2240.0,ohcf,four,108.0,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7603.0,low,0,1,1,0
0,102.0,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.4250000000000007,-0.501275643872422,2145.0,ohcf,four,108.0,2bbl,3.62,2.64,9.5,82.0,4800.0,32,37,7126.0,low,0,1,1,0
0,102.0,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.4250000000000007,-0.501275643872422,2190.0,ohcf,four,108.0,2bbl,3.62,2.64,9.5,82.0,4400.0,28,33,7775.0,low,0,1,1,0
0,102.0,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.4250000000000007,-0.501275643872422,2340.0,ohcf,four,108.0,mpfi,3.62,2.64,9.0,94.0,5200.0,26,32,9960.0,low,0,1,1,0
0,102.0,subaru,four,sedan,4wd,front,97.0,0.8265257087938491,0.4250000000000007,0.23536598332360822,2385.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800.0,24,25,9233.0,low,0,1,1,0
0,102.0,subaru,four,sedan,4wd,front,97.0,0.8265257087938491,0.4250000000000007,0.23536598332360822,2510.0,ohcf,four,108.0,mpfi,3.62,2.64,7.7,111.0,4800.0,24,29,11259.0,low,0,1,0,1
0,89.0,subaru,four,wagon,fwd,front,97.0,0.8337337818356559,0.4250000000000007,-0.2966529696513021,2290.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800.0,28,32,7463.0,low,0,1,1,0
0,89.0,subaru,four,wagon,fwd,front,97.0,0.8337337818356559,0.4250000000000007,-0.2966529696513021,2455.0,ohcf,four,108.0,mpfi,3.62,2.64,9.0,94.0,5200.0,25,31,10198.0,low,0,1,1,0
0,85.0,subaru,four,wagon,4wd,front,96.9,0.8342143200384431,0.4250000000000007,0.4809131923889526,2420.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800.0,23,29,8013.0,low,0,1,1,0
0,85.0,subaru,four,wagon,4wd,front,96.9,0.8342143200384431,0.4250000000000007,0.4809131923889526,2650.0,ohcf,four,108.0,mpfi,3.62,2.64,7.7,111.0,4800.0,23,23,11694.0,low,0,1,0,1
1,87.0,toyota,two,hatchback,fwd,front,95.7,0.762614127823162,0.27500000000000036,0.3172150530120573,1985.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,35,39,5348.0,low,0,1,1,0
1,87.0,toyota,two,hatchback,fwd,front,95.7,0.762614127823162,0.27500000000000036,0.3172150530120573,2040.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6338.0,low,0,1,1,0
1,74.0,toyota,four,hatchback,fwd,front,95.7,0.762614127823162,0.27500000000000036,0.3172150530120573,2015.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6488.0,low,0,1,1,0
0,77.0,toyota,four,wagon,fwd,front,95.7,0.8154733301297453,0.27500000000000036,2.19974365584636,2280.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,31,37,6918.0,low,0,1,1,0
0,81.0,toyota,four,wagon,4wd,front,95.7,0.8154733301297453,0.27500000000000036,2.19974365584636,2290.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,7898.0,low,0,1,1,0
0,91.0,toyota,four,wagon,4wd,front,95.7,0.8154733301297453,0.27500000000000036,2.19974365584636,3110.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,8778.0,low,0,1,1,0
0,91.0,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.2966529696513021,2081.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,6938.0,low,0,1,1,0
0,91.0,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.3785020393397512,2109.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,7198.0,low,0,1,1,0
0,91.0,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.2966529696513021,2275.0,ohc,four,110.0,idi,3.27,3.35,22.5,56.0,4500.0,34,36,7898.0,low,1,0,1,0
0,91.0,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.3785020393397512,2275.0,ohc,four,110.0,idi,3.27,3.35,22.5,56.0,4500.0,38,47,7788.0,low,1,0,1,0
0,91.0,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.2966529696513021,2094.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,38,47,7738.0,low,0,1,1,0
0,91.0,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.3785020393397512,2122.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,8358.0,low,0,1,1,0
0,91.0,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.3785020393397512,2140.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,9258.0,low,0,1,1,0
1,168.0,toyota,two,sedan,rwd,front,94.5,0.810667948101874,0.30833333333333357,-0.46035110902819737,2169.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8058.0,low,0,1,1,0
1,168.0,toyota,two,hatchback,rwd,front,94.5,0.810667948101874,0.30833333333333357,-0.46035110902819737,2204.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8238.0,low,0,1,1,0
1,168.0,toyota,two,sedan,rwd,front,94.5,0.810667948101874,0.30833333333333357,-0.46035110902819737,2265.0,dohc,four,98.0,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9298.0,low,0,1,1,0
1,168.0,toyota,two,hatchback,rwd,front,94.5,0.810667948101874,0.30833333333333357,-0.46035110902819737,2300.0,dohc,four,98.0,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9538.0,low,0,1,1,0
2,134.0,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.44166666666666643,-0.7058983180935418,2540.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,8449.0,low,0,1,1,0
2,134.0,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.44166666666666643,-0.7058983180935418,2536.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9639.0,low,0,1,1,0
2,134.0,toyota,two,hatchback,rwd,front,98.4,0.8467083133109082,0.44166666666666643,-0.7058983180935418,2551.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9989.0,low,0,1,1,0
2,134.0,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.44166666666666643,-0.7058983180935418,2679.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11199.0,low,0,1,1,0
2,134.0,toyota,two,hatchback,rwd,front,98.4,0.8467083133109082,0.44166666666666643,-0.7058983180935418,2714.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11549.0,low,0,1,1,0
2,134.0,toyota,two,convertible,rwd,front,98.4,0.8467083133109082,0.44166666666666643,-0.2966529696513021,2975.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,17669.0,low,0,1,1,0
-1,65.0,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.5166666666666669,0.4809131923889526,2326.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,29,34,8948.0,low,0,1,1,0
-1,65.0,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.5166666666666669,0.4809131923889526,2480.0,ohc,four,110.0,idi,3.27,3.35,22.5,73.0,4500.0,30,33,10698.0,low,1,0,0,1
-1,65.0,toyota,four,hatchback,fwd,front,102.4,0.8438250840941854,0.5166666666666669,0.07166784394671295,2414.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,9988.0,low,0,1,1,0
-1,65.0,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.5166666666666669,0.4809131923889526,2414.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,10898.0,low,0,1,1,0
-1,65.0,toyota,four,hatchback,fwd,front,102.4,0.8438250840941854,0.5166666666666669,0.07166784394671295,2458.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,11248.0,low,0,1,1,0
3,197.0,toyota,two,hatchback,rwd,front,102.9,0.8817876021143681,0.6166666666666671,-0.7058983180935418,2976.0,dohc,six,171.0,mpfi,3.27,3.35,9.3,161.0,5200.0,20,24,16558.0,low,0,1,1,0
3,197.0,toyota,two,hatchback,rwd,front,102.9,0.8817876021143681,0.6166666666666671,-0.7058983180935418,3016.0,dohc,six,171.0,mpfi,3.27,3.35,9.3,161.0,5200.0,19,24,15998.0,low,0,1,1,0
-1,90.0,toyota,four,sedan,rwd,front,104.5,0.9024507448342144,0.5166666666666669,0.15351691363516204,3131.0,dohc,six,171.0,mpfi,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0,low,0,1,1,0
-1,97.6,toyota,four,wagon,rwd,front,104.5,0.9024507448342144,0.5166666666666669,0.15351691363516204,3151.0,dohc,six,161.0,mpfi,3.27,3.35,9.2,156.0,5200.0,19,24,15750.0,low,0,1,1,0
2,122.0,volkswagen,two,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2261.0,ohc,four,97.0,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7775.0,low,1,0,1,0
2,122.0,volkswagen,two,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2209.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,7975.0,low,0,1,1,0
2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2264.0,ohc,four,97.0,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7995.0,low,1,0,1,0
2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2212.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0,low,0,1,1,0
2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2275.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8495.0,low,0,1,1,0
2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2319.0,ohc,four,97.0,idi,3.01,3.4,23.0,68.0,4500.0,37,42,9495.0,low,1,0,0,1
2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2300.0,ohc,four,109.0,mpfi,3.19,3.4,10.0,100.0,5500.0,26,32,9995.0,low,0,1,1,0
3,97.6,volkswagen,two,convertible,fwd,front,94.5,0.7654973570398848,0.32500000000000046,0.7673849362985214,2254.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,11595.0,low,0,1,1,0
3,256.0,volkswagen,two,hatchback,fwd,front,94.5,0.7962518020182604,0.30833333333333357,-0.9514455271588861,2221.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0,low,0,1,1,0
0,97.6,volkswagen,four,sedan,fwd,front,100.4,0.865929841422393,0.5500000000000007,0.5627622620774017,2661.0,ohc,five,136.0,mpfi,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0,low,0,1,1,0
0,97.6,volkswagen,four,sedan,fwd,front,100.4,0.865929841422393,0.5500000000000007,0.5627622620774017,2579.0,ohc,four,97.0,idi,3.01,3.4,23.0,68.0,4500.0,33,38,13845.0,low,1,0,0,1
0,97.6,volkswagen,four,wagon,fwd,front,100.4,0.8798654493032196,0.5500000000000007,0.5627622620774017,2563.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,88.0,5500.0,25,31,12290.0,low,0,1,1,0
-2,103.0,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.5750000000000005,1.0129321453638658,2912.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0,low,0,1,1,0
-1,74.0,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.5750000000000005,1.5449510983387762,3034.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0,low,0,1,1,0
-2,103.0,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.5750000000000005,1.0129321453638658,2935.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0,low,0,1,1,0
-1,74.0,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.5750000000000005,1.5449510983387762,3042.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,16515.0,low,0,1,1,0
-2,103.0,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.5750000000000005,1.0129321453638658,3045.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18420.0,low,0,1,0,1
-1,74.0,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.5750000000000005,1.5449510983387762,3157.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0,medium,0,1,0,1
-1,95.0,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7166666666666673,0.7264604014542969,2952.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,16845.0,low,0,1,1,0
-1,95.0,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7083333333333334,0.7264604014542969,3049.0,ohc,four,141.0,mpfi,3.78,3.15,8.7,160.0,5300.0,19,25,19045.0,medium,0,1,0,1
-1,95.0,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7166666666666673,0.7264604014542969,3012.0,ohcv,six,173.0,mpfi,3.58,2.87,8.8,134.0,5500.0,18,23,21485.0,medium,0,1,1,0
-1,95.0,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7166666666666673,0.7264604014542969,3217.0,ohc,six,145.0,idi,3.01,3.4,23.0,106.0,4800.0,26,27,22470.0,medium,1,0,0,1
-1,95.0,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7166666666666673,0.7264604014542969,3062.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,19,25,22625.0,medium,0,1,0,1
